,Candida albicans_1,Candida albicans_2,Candida albicans_3,Candida albicans_4,Candida albicans_5,Candida albicans_6,Candida albicans_7,Candida albicans_8,Candida albicans_9,Candida albicans_10,Candida albicans_11,Candida albicans_12,Candida auris_13,Candida auris_14,Candida auris_15,Candida auris_16,Candida auris_17,Candida auris_18,Candida auris_19,Candida auris_20,Candida auris_21,Candida auris_22,Candida auris_23,Candida auris_24,Candida glabrata_25,Candida glabrata_26,Candida glabrata_27,Candida glabrata_28,Candida glabrata_29,Candida glabrata_30,Candida glabrata_31,Candida glabrata_32,Candida glabrata_33,Candida glabrata_34,Candida glabrata_35,Candida glabrata_36,Candida krusei_37,Candida krusei_38,Candida krusei_39,Candida krusei_40,Candida krusei_41,Candida krusei_42,Candida krusei_43,Candida krusei_44,Candida krusei_45,Candida krusei_46,Candida krusei_47,Candida krusei_48,Candida parapsilosis_49,Candida parapsilosis_50,Candida parapsilosis_51,Candida parapsilosis_52,Candida parapsilosis_53,Candida parapsilosis_54,Candida parapsilosis_55,Candida parapsilosis_56,Candida parapsilosis_57,Candida parapsilosis_58,Candida parapsilosis_59,Candida parapsilosis_60,Candida tropicalis_61,Candida tropicalis_62,Candida tropicalis_63,Candida tropicalis_64,Candida tropicalis_65,Candida tropicalis_66,Candida tropicalis_67,Candida tropicalis_68,Candida tropicalis_69,Candida tropicalis_70,Candida tropicalis_71,Candida tropicalis_72
Candida auris_18,0.251515151515152,0.291793313069909,0.268292682926829,0.25609756097561,0.289719626168224,0.256880733944954,0.264437689969605,0.270516717325228,0.270516717325228,0.277611940298507,0.296028880866426,0.25531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0.320557491289199,0.291497975708502,0.310861423220974,0.291497975708502,0.308333333333333,0.327272727272727,0.183783783783784,0.316151202749141,0.328519855595668,0.294117647058824,0.346570397111913,0.336996336996337,0.282608695652174,0.258358662613982,0.280373831775701,0.283489096573209,0.261904761904762,0.267692307692308,0.278996865203762,0.358395989974937,0.26219512195122,0.301369863013699,0.277258566978193,0.268882175226586,0.296178343949045,0.287925696594427,0.287128712871287,0.287128712871287,0.287128712871287,0.280864197530864,0.280864197530864,0.283076923076923,0.287128712871287,0.280864197530864,0.279874213836478,0.287128712871287,0.265060240963855,0.257575757575758,0.327635327635328,0.26791277258567,0.318471337579618,0.243161094224924,0.289325842696629,0.293548387096774,0.28,0.25531914893617,0.258358662613982,0.277611940298507
Candida auris_19,0.251515151515152,0.291793313069909,0.268292682926829,0.25609756097561,0.289719626168224,0.256880733944954,0.264437689969605,0.270516717325228,0.270516717325228,0.277611940298507,0.296028880866426,0.25531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0.320557491289199,0.291497975708502,0.310861423220974,0.291497975708502,0.308333333333333,0.327272727272727,0.183783783783784,0.316151202749141,0.328519855595668,0.294117647058824,0.346570397111913,0.336996336996337,0.282608695652174,0.258358662613982,0.280373831775701,0.283489096573209,0.261904761904762,0.267692307692308,0.278996865203762,0.358395989974937,0.26219512195122,0.301369863013699,0.277258566978193,0.268882175226586,0.296178343949045,0.287925696594427,0.287128712871287,0.287128712871287,0.287128712871287,0.280864197530864,0.280864197530864,0.283076923076923,0.287128712871287,0.280864197530864,0.279874213836478,0.287128712871287,0.265060240963855,0.257575757575758,0.327635327635328,0.26791277258567,0.318471337579618,0.243161094224924,0.289325842696629,0.293548387096774,0.28,0.25531914893617,0.258358662613982,0.277611940298507
Candida auris_20,0.27683615819209,0.320113314447592,0.292613636363636,0.28125,0.31304347826087,0.282051282051282,0.288951841359773,0.294617563739377,0.294617563739377,0.301675977653631,0.322259136212625,0.280453257790368,0,0,0,0,0,0,0,0,0,0,0,0,0.344051446945338,0.321033210332103,0.336769759450172,0.314606741573034,0.337121212121212,0.351170568561873,0.23444976076555,0.33968253968254,0.352159468438538,0.33175355450237,0.368770764119601,0.36026936026936,0.30635838150289,0.28328611898017,0.304347826086957,0.307246376811594,0.293375394321767,0.292263610315186,0.303206997084548,0.372037914691943,0.286931818181818,0.329113924050633,0.302325581395349,0.292957746478873,0.331360946745562,0.322766570605187,0.324159021406728,0.324159021406728,0.324159021406728,0.316091954022989,0.316091954022989,0.318051575931232,0.324159021406728,0.316091954022989,0.315789473684211,0.324159021406728,0.286118980169972,0.28125,0.346774193548387,0.290322580645161,0.339285714285714,0.267806267806268,0.307692307692308,0.316265060240964,0.302593659942363,0.279202279202279,0.282051282051282,0.302521008403361
Candida auris_21,0.251515151515152,0.291793313069909,0.268292682926829,0.25609756097561,0.289719626168224,0.256880733944954,0.264437689969605,0.270516717325228,0.270516717325228,0.277611940298507,0.296028880866426,0.25531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0.320557491289199,0.291497975708502,0.310861423220974,0.291497975708502,0.308333333333333,0.327272727272727,0.183783783783784,0.316151202749141,0.328519855595668,0.294117647058824,0.346570397111913,0.336996336996337,0.282608695652174,0.258358662613982,0.280373831775701,0.283489096573209,0.261904761904762,0.267692307692308,0.278996865203762,0.358395989974937,0.26219512195122,0.301369863013699,0.277258566978193,0.268882175226586,0.296178343949045,0.287925696594427,0.287128712871287,0.287128712871287,0.287128712871287,0.280864197530864,0.280864197530864,0.283076923076923,0.287128712871287,0.280864197530864,0.279874213836478,0.287128712871287,0.265060240963855,0.257575757575758,0.327635327635328,0.26791277258567,0.318471337579618,0.243161094224924,0.289325842696629,0.293548387096774,0.28,0.25531914893617,0.258358662613982,0.277611940298507
Candida auris_22,0.274285714285714,0.318051575931232,0.290229885057471,0.278735632183908,0.310850439882698,0.279538904899135,0.286532951289398,0.292263610315186,0.292263610315186,0.299435028248588,0.31986531986532,0.277936962750716,0,0,0,0,0,0,0,0,0,0,0,0,0.342019543973941,0.318352059925094,0.334494773519164,0.311787072243346,0.334615384615385,0.349152542372881,0.229268292682927,0.337620578778135,0.35016835016835,0.328502415458937,0.367003367003367,0.358361774744027,0.304093567251462,0.28080229226361,0.302052785923754,0.304985337243402,0.29073482428115,0.289855072463768,0.300884955752212,0.370813397129187,0.28448275862069,0.323717948717949,0.299120234604106,0.290598290598291,0.329341317365269,0.32069970845481,0.321981424148607,0.321981424148607,0.321981424148607,0.313953488372093,0.313953488372093,0.315942028985507,0.321981424148607,0.313953488372093,0.313609467455621,0.321981424148607,0.283667621776504,0.278735632183908,0.345108695652174,0.287833827893175,0.337349397590361,0.265129682997118,0.305630026809651,0.314024390243902,0.300291545189504,0.276657060518732,0.279538904899135,0.30028328611898
Candida auris_23,0.251515151515152,0.291793313069909,0.268292682926829,0.25609756097561,0.289719626168224,0.256880733944954,0.264437689969605,0.270516717325228,0.270516717325228,0.277611940298507,0.296028880866426,0.25531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0.320557491289199,0.291497975708502,0.310861423220974,0.291497975708502,0.308333333333333,0.327272727272727,0.183783783783784,0.316151202749141,0.328519855595668,0.294117647058824,0.346570397111913,0.336996336996337,0.282608695652174,0.258358662613982,0.280373831775701,0.283489096573209,0.261904761904762,0.267692307692308,0.278996865203762,0.358395989974937,0.26219512195122,0.301369863013699,0.277258566978193,0.268882175226586,0.296178343949045,0.287925696594427,0.287128712871287,0.287128712871287,0.287128712871287,0.280864197530864,0.280864197530864,0.283076923076923,0.287128712871287,0.280864197530864,0.279874213836478,0.287128712871287,0.265060240963855,0.257575757575758,0.327635327635328,0.26791277258567,0.318471337579618,0.243161094224924,0.289325842696629,0.293548387096774,0.28,0.25531914893617,0.258358662613982,0.277611940298507
Candida auris_24,0.249240121580547,0.289634146341463,0.26605504587156,0.253822629969419,0.2875,0.254601226993865,0.26219512195122,0.268292682926829,0.268292682926829,0.275449101796407,0.293478260869565,0.253048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0.318181818181818,0.288617886178862,0.308270676691729,0.288617886178862,0.305439330543933,0.324817518248175,0.179347826086957,0.313793103448276,0.326086956521739,0.290322580645161,0.344202898550725,0.334558823529412,0.280373831775701,0.25609756097561,0.278125,0.28125,0.25938566552901,0.265432098765432,0.276729559748428,0.35678391959799,0.259938837920489,0.298969072164948,0.275,0.266666666666667,0.293929712460064,0.285714285714286,0.28476821192053,0.28476821192053,0.28476821192053,0.278637770897833,0.278637770897833,0.280864197530864,0.28476821192053,0.278637770897833,0.277602523659306,0.28476821192053,0.262839879154079,0.25531914893617,0.325714285714286,0.265625,0.31629392971246,0.240853658536585,0.287323943661972,0.29126213592233,0.277777777777778,0.253048780487805,0.25609756097561,0.275449101796407
Candida glabrata_25,0.372294372294372,0.382795698924731,0.376344086021505,0.355263157894737,0.356837606837607,0.36,0.361655773420479,0.359139784946237,0.361290322580645,0.359139784946237,0.334140435835351,0.365800865800866,0.320557491289199,0.321799307958477,0.318181818181818,0.320557491289199,0.320557491289199,0.320557491289199,0.320557491289199,0.344051446945338,0.320557491289199,0.342019543973941,0.320557491289199,0.318181818181818,0,0.00680272108843537,0.00568181818181818,0.00345423143350604,0.0135922330097087,0,0.0115830115830116,0.00651041666666667,0.00444444444444444,0.208494208494208,0.0753564154786151,0.00575815738963532,0.37914691943128,0.387654320987654,0.385167464114833,0.384615384615385,0.378947368421053,0.380382775119617,0.360613810741688,0.377308707124011,0.378640776699029,0.383886255924171,0.349462365591398,0.380047505938242,0.36241610738255,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.365256124721604,0.366666666666667,0.364864864864865,0.373831775700935,0.383592017738359,0.376975169300226,0.364864864864865,0.371681415929204,0.365,0.378619153674833,0.352803738317757,0.358447488584475,0.368171021377672
Candida glabrata_26,0.308539944903581,0.320547945205479,0.298630136986301,0.295081967213115,0.291553133514986,0.301369863013699,0.293956043956044,0.293150684931507,0.293150684931507,0.293150684931507,0.278592375366569,0.303030303030303,0.291497975708502,0.293172690763052,0.288617886178862,0.291497975708502,0.291497975708502,0.291497975708502,0.291497975708502,0.321033210332103,0.291497975708502,0.318352059925094,0.291497975708502,0.288617886178862,0.00680272108843537,0,0.00680272108843537,0.0034965034965035,0.0137795275590551,0.0068259385665529,0.0068649885583524,0.00680272108843537,0.00680272108843537,0.146118721461187,0.0419753086419753,0.0044543429844098,0.315789473684211,0.326666666666667,0.316831683168317,0.33003300330033,0.344709897610922,0.316666666666667,0.311258278145695,0.337931034482759,0.323333333333333,0.319078947368421,0.293286219081272,0.316831683168317,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.261127596439169,0.322128851540616,0.322128851540616,0.323033707865169,0.335211267605634,0.322128851540616,0.322128851540616,0.322128851540616,0.319148936170213,0.322128851540616,0.320224719101124,0.322128851540616,0.345714285714286
Candida glabrata_27,0.354761904761905,0.382417582417582,0.360655737704918,0.335748792270531,0.360262008733624,0.338235294117647,0.34052757793765,0.352678571428571,0.340425531914894,0.356043956043956,0.308310991957105,0.345238095238095,0.310861423220974,0.312267657992565,0.308270676691729,0.310861423220974,0.310861423220974,0.310861423220974,0.310861423220974,0.336769759450172,0.310861423220974,0.334494773519164,0.310861423220974,0.308270676691729,0.00568181818181818,0.00680272108843537,0,0.00345423143350604,0.00970873786407767,0.00574712643678161,0.00368324125230203,0.0027359781121751,0,0.21455938697318,0.0477272727272727,0.00413223140495868,0.375,0.367816091954023,0.365650969529086,0.364161849710983,0.39010989010989,0.375321336760925,0.335329341317365,0.354037267080745,0.357746478873239,0.370666666666667,0.320634920634921,0.375321336760925,0.339950372208437,0.363849765258216,0.342431761786601,0.342431761786601,0.342431761786601,0.355294117647059,0.363636363636364,0.355294117647059,0.342431761786601,0.360655737704918,0.36214953271028,0.342431761786601,0.35609756097561,0.353960396039604,0.34020618556701,0.374695863746959,0.352357320099256,0.353960396039604,0.361650485436893,0.338888888888889,0.364303178484108,0.34020618556701,0.346733668341709,0.362204724409449
Candida glabrata_28,0.307692307692308,0.320113314447592,0.297450424929178,0.293785310734463,0.290140845070423,0.30028328611898,0.292613636363636,0.291784702549575,0.291784702549575,0.291784702549575,0.276595744680851,0.301994301994302,0.291497975708502,0.293172690763052,0.288617886178862,0.291497975708502,0.291497975708502,0.291497975708502,0.291497975708502,0.314606741573034,0.291497975708502,0.311787072243346,0.291497975708502,0.288617886178862,0.00345423143350604,0.0034965034965035,0.00345423143350604,0,0.00978473581213307,0.00346620450606586,0.0069284064665127,0.00345423143350604,0.00345423143350604,0.145161290322581,0.0303030303030303,0,0.317567567567568,0.328767123287671,0.31864406779661,0.332203389830508,0.333333333333333,0.318493150684932,0.312925170068027,0.336879432624113,0.325342465753425,0.320945945945946,0.294545454545455,0.31864406779661,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.261261261261261,0.312138728323699,0.312138728323699,0.31304347826087,0.325581395348837,0.312138728323699,0.312138728323699,0.312138728323699,0.308176100628931,0.312138728323699,0.310144927536232,0.312138728323699,0.342182890855457
Candida glabrata_29,0.296296296296296,0.303680981595092,0.285276073619632,0.281345565749235,0.274390243902439,0.288343558282209,0.28,0.279141104294479,0.279141104294479,0.279141104294479,0.26158940397351,0.290123456790123,0.308333333333333,0.309917355371901,0.305439330543933,0.308333333333333,0.308333333333333,0.308333333333333,0.308333333333333,0.337121212121212,0.308333333333333,0.334615384615385,0.308333333333333,0.305439330543933,0.0135922330097087,0.0137795275590551,0.00970873786407767,0.00978473581213307,0,0.01364522417154,0.00476190476190476,0.00970873786407767,0.00970873786407767,0.137767220902613,0.0350877192982456,0.0128205128205128,0.327645051194539,0.339100346020761,0.328767123287671,0.342465753424658,0.332046332046332,0.328719723183391,0.323024054982818,0.343971631205674,0.332179930795848,0.331058020477816,0.305147058823529,0.328767123287671,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.275757575757576,0.299382716049383,0.299382716049383,0.30030959752322,0.304347826086957,0.299382716049383,0.299382716049383,0.299382716049383,0.293918918918919,0.299382716049383,0.299382716049383,0.299382716049383,0.324921135646688
Candida glabrata_30,0.366430260047281,0.376470588235294,0.364705882352941,0.348341232227488,0.348130841121495,0.353365384615385,0.35377358490566,0.352941176470588,0.352941176470588,0.352941176470588,0.321052631578947,0.359338061465721,0.327272727272727,0.328519855595668,0.324817518248175,0.327272727272727,0.327272727272727,0.327272727272727,0.327272727272727,0.351170568561873,0.327272727272727,0.349152542372881,0.327272727272727,0.324817518248175,0,0.0068259385665529,0.00574712643678161,0.00346620450606586,0.01364522417154,0,0.01171875,0.00694444444444444,0.00446428571428571,0.205078125,0.065359477124183,0.00592885375494071,0.371657754010695,0.380165289256198,0.372654155495979,0.376731301939058,0.374631268436578,0.372972972972973,0.349570200573066,0.367952522255193,0.371273712737127,0.377005347593583,0.336363636363636,0.372654155495979,0.35,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.351620947630923,0.370192307692308,0.366504854368932,0.356060606060606,0.383132530120482,0.367396593673966,0.366504854368932,0.369304556354916,0.355978260869565,0.378896882494005,0.353535353535354,0.359605911330049,0.370179948586118
Candida glabrata_31,0.310580204778157,0.33125,0.32,0.282229965156794,0.306501547987616,0.284697508896797,0.289655172413793,0.309375,0.290540540540541,0.309375,0.231707317073171,0.296928327645051,0.183783783783784,0.18716577540107,0.179347826086957,0.183783783783784,0.183783783783784,0.183783783783784,0.183783783783784,0.23444976076555,0.183783783783784,0.229268292682927,0.183783783783784,0.179347826086957,0.0115830115830116,0.0068649885583524,0.00368324125230203,0.0069284064665127,0.00476190476190476,0.01171875,0,0.00552486187845304,0.00421052631578947,0.215384615384615,0.0354330708661417,0.00993377483443709,0.305263157894737,0.283950617283951,0.28515625,0.278008298755187,0.301115241635688,0.301075268817204,0.231441048034935,0.248868778280543,0.270916334661355,0.296296296296296,0.2,0.306338028169014,0.311111111111111,0.331325301204819,0.312101910828025,0.312101910828025,0.312101910828025,0.325301204819277,0.331325301204819,0.325301204819277,0.312101910828025,0.329305135951662,0.329305135951662,0.312101910828025,0.304794520547945,0.300699300699301,0.278810408921933,0.321917808219178,0.295774647887324,0.300699300699301,0.310580204778157,0.268595041322314,0.306896551724138,0.280442804428044,0.289285714285714,0.307984790874525
Candida glabrata_32,0.366952789699571,0.387878787878788,0.374207188160677,0.35,0.373493975903614,0.354625550660793,0.356371490280778,0.366396761133603,0.356076759061834,0.367676767676768,0.331719128329298,0.360515021459227,0.316151202749141,0.31740614334471,0.313793103448276,0.316151202749141,0.316151202749141,0.316151202749141,0.316151202749141,0.33968253968254,0.316151202749141,0.337620578778135,0.316151202749141,0.313793103448276,0.00651041666666667,0.00680272108843537,0.0027359781121751,0.00345423143350604,0.00970873786407767,0.00694444444444444,0.00552486187845304,0,0.00296296296296296,0.21264367816092,0.0692464358452139,0.00383877159309021,0.388520971302428,0.383863080684597,0.381516587677725,0.380835380835381,0.389294403892944,0.389261744966443,0.356962025316456,0.37434554973822,0.375,0.385321100917431,0.345744680851064,0.388888888888889,0.359477124183007,0.377083333333333,0.36304347826087,0.36304347826087,0.36304347826087,0.370833333333333,0.375,0.370833333333333,0.36304347826087,0.373695198329854,0.373695198329854,0.36304347826087,0.363436123348018,0.361607142857143,0.37037037037037,0.382417582417582,0.378076062639821,0.361607142857143,0.368421052631579,0.368811881188119,0.377483443708609,0.349537037037037,0.355203619909502,0.364705882352941
Candida glabrata_33,0.345679012345679,0.356265356265356,0.336609336609337,0.330882352941176,0.332518337408313,0.339066339066339,0.332512315270936,0.331695331695332,0.331695331695332,0.331695331695332,0.316753926701571,0.340740740740741,0.328519855595668,0.329749103942652,0.326086956521739,0.328519855595668,0.328519855595668,0.328519855595668,0.328519855595668,0.352159468438538,0.328519855595668,0.35016835016835,0.328519855595668,0.326086956521739,0.00444444444444444,0.00680272108843537,0,0.00345423143350604,0.00970873786407767,0.00446428571428571,0.00421052631578947,0.00296296296296296,0,0.178571428571429,0.0573951434878587,0.00401606425702811,0.351428571428571,0.361271676300578,0.35243553008596,0.363896848137536,0.373088685015291,0.352601156069364,0.347701149425287,0.366071428571429,0.359420289855072,0.354285714285714,0.334346504559271,0.35243553008596,0.326259946949602,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.328042328042328,0.350877192982456,0.350877192982456,0.35427135678392,0.365239294710327,0.353383458646617,0.350877192982456,0.350877192982456,0.353099730458221,0.358395989974937,0.349246231155779,0.350877192982456,0.372448979591837
Candida glabrata_34,0.403389830508475,0.403973509933775,0.403973509933775,0.384083044982699,0.383606557377049,0.392226148409894,0.393835616438356,0.387417218543046,0.389261744966443,0.387417218543046,0.350806451612903,0.410169491525424,0.294117647058824,0.296296296296296,0.290322580645161,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.33175355450237,0.294117647058824,0.328502415458937,0.294117647058824,0.290322580645161,0.208494208494208,0.146118721461187,0.21455938697318,0.145161290322581,0.137767220902613,0.205078125,0.215384615384615,0.21264367816092,0.178571428571429,0,0.16015625,0.115131578947368,0.390977443609023,0.387755102040816,0.387596899224806,0.395061728395062,0.38,0.381679389312977,0.350649350649351,0.36322869955157,0.395256916996047,0.394736842105263,0.330188679245283,0.392452830188679,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.396166134185303,0.387755102040816,0.381944444444444,0.365313653136531,0.394557823129252,0.384615384615385,0.381944444444444,0.389830508474576,0.364754098360656,0.39041095890411,0.366300366300366,0.375886524822695,0.388679245283019
Candida glabrata_35,0.364321608040201,0.381909547738693,0.361809045226131,0.358395989974937,0.35678391959799,0.35678391959799,0.35678391959799,0.35678391959799,0.35427135678392,0.35678391959799,0.35,0.35929648241206,0.346570397111913,0.347670250896057,0.344202898550725,0.346570397111913,0.346570397111913,0.346570397111913,0.346570397111913,0.368770764119601,0.346570397111913,0.367003367003367,0.346570397111913,0.344202898550725,0.0753564154786151,0.0419753086419753,0.0477272727272727,0.0303030303030303,0.0350877192982456,0.065359477124183,0.0354330708661417,0.0692464358452139,0.0573951434878587,0.16015625,0,0.0688172043010753,0.384816753926702,0.394179894179894,0.385826771653543,0.396325459317585,0.39541547277937,0.386243386243386,0.381578947368421,0.407608695652174,0.392572944297082,0.387434554973822,0.373961218836565,0.385826771653543,0.34435261707989,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.347945205479452,0.373711340206186,0.373711340206186,0.375321336760925,0.390180878552972,0.372750642673522,0.373711340206186,0.375321336760925,0.381443298969072,0.375321336760925,0.372093023255814,0.373711340206186,0.372750642673522
